reviewText,rating,summary,review_sentiment,summary_sentiment,hallucination,hal_score
"Great service, price,fit",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9146450161933899
these run a bit large but they are Levi's so they are top quality,4,Levi's!,POSITIVE,POSITIVE,neutral,0.9700875282287598
Jeans were much too small in the waist,1,Poor sizing on these jeans,NEGATIVE,NEGATIVE,entailment,0.7886375188827515
"Great quality denim, but I do not recommend these jeans.  Only the second wearing and one of the ""buttons"" of the button fly broke off.  Since I cannot replace the Levi-specific rivet type button, the jeans are now useless.",2,Not recommended for daily use,NEGATIVE,NEGATIVE,neutral,0.7772743701934814
As expected.,4,Four Stars,NEGATIVE,POSITIVE,neutral,0.6183763742446899
Nice,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8311266899108887
"The for is  you, me and everyone..",5,Levi 's fit,POSITIVE,POSITIVE,contradiction,0.6338624358177185
As expected!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8536124229431152
I have been wearing 501s for years. These fit fine and seem to be the same product I have purchased in the past with the same quality.,5,These fit fine and seem to be the same product I have ...,NEGATIVE,POSITIVE,entailment,0.9240868091583252
Good fit - inseam a little on the long side.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8191739320755005
"Great fit, and the value and quality Ive come to expect from this brand and cut of jeans for my whole life.",5,"Great fit, and the value and quality Ive come ...",POSITIVE,POSITIVE,entailment,0.9544711112976074
The button fly is my only issue; I don't know any men that prefer this. For the price they are great jeans. Husband ruins them before they wear out.,4,For the price they are great jeans. Husband ruins them before they wear out,NEGATIVE,NEGATIVE,entailment,0.60760498046875
Very good! I like it !,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8925256729125977
My boys loved their mean and they were priced right,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9669085741043091
"They were just a little on the small size or, maybe I put a few pounds on. Great Value!!",5,Great Value!,POSITIVE,POSITIVE,entailment,0.4357549250125885
"Back in the day, (70's) was always told, 501 shrink inch in the waist and 2 in the length,
For what ever reason these came in way to small in the waist without washing,
yet other Levis (non 501) my size works fine,
need to return and jump up to 33 x 34 so i can wear, and hope they don't shrink.",3,What size is the right size for my size?,POSITIVE,POSITIVE,neutral,0.7963050603866577
Fit perfectly,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9574819803237915
Good quality. thanks,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7564429640769958
Fit is good,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9364970922470093
"I have bought a lot of the Levi 501's and every time I buy them at other places, other than sears they do seem like the good 501's but the material feels thinner and the don't seem to last as long either.
These that I purchased here are definitely thicker material than the Levi's signature brand but still doesn't feel as thick as the 501's I just purchased from Sears but I will test and wright another review at a later date. Other than that they fit me perfectly and obviously wear the Levi's name..",4,The Levi's Name,NEGATIVE,POSITIVE,neutral,0.9161409735679626
Everything was as I expected,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9338685870170593
Five star I will continue to keep buying,5,Five Stars,POSITIVE,POSITIVE,neutral,0.7847383618354797
Waist was very loose fitting hoping it will shrink eventually.,3,Three Stars,NEGATIVE,POSITIVE,neutral,0.8762060403823853
just what I wanted,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9254320859909058
levis ... what can I say,5,perfect,POSITIVE,POSITIVE,neutral,0.8509427309036255
"Runs a very little bit small, other than that these jeans are perfect. With Levi's you can never go wrong.",4,Nice Jeans:),POSITIVE,POSITIVE,entailment,0.6352716088294983
great fit and price,4,Four Stars,POSITIVE,POSITIVE,neutral,0.955163300037384
Great work jeans,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8534740805625916
"I like them but somehow missed the detail that these are a button-up fly, not a zipper.",4,Four Stars,NEGATIVE,POSITIVE,neutral,0.9505035281181335
Shipped in a timely manner and the jeans are as expected. Nice job,5,Nice,POSITIVE,POSITIVE,neutral,0.8340224027633667
My husband only wears these jeans. This was so much easier than going hunting for the right size in the mall.,5,PERFECT FIT. Just as expected.,NEGATIVE,POSITIVE,neutral,0.789953887462616
Great price,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9582297801971436
Fabric isn't as thick as remembered. I have two pair from 1994 that I was planning on replacing.,3,Thinner,NEGATIVE,NEGATIVE,entailment,0.48891282081604004
fits lile a levis looks like a levis,4,Four Stars,POSITIVE,POSITIVE,neutral,0.7953125834465027
"Amazing jeans at an amazing price. They are to long and drag, which I hate, but Ill find a way to fix it.",4,Worth the money.,NEGATIVE,POSITIVE,neutral,0.9025798439979553
Perfect gift for my Grandson!!  He loved them!!,5,"Perfect gift, perfect fit",POSITIVE,POSITIVE,neutral,0.9615676999092102
Great fit and good quality! The price was better than I have found in stores as well,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9866822957992554
good fit.  I just have to get used to the button-fly...,4,good fit,POSITIVE,POSITIVE,neutral,0.921373188495636
Ordered 4 pair of 501s. Rcvd 3 pair and a pair of 505's. Other than that 501's are what I expected having been wearing them for the last 50 years.,3,Not exactly what I ordered.,NEGATIVE,NEGATIVE,contradiction,0.9852980375289917
These aren't the 501's I grew up with.  My husband has only worn these a couple of times and already one of the belt loops has come unstitched.  It wouldn't be a big deal but who has an industrial sized machine that will go through all that material?  Not me!  Now he's stuck with a pair of jeans with a belt loop flopping around.,2,These aren't the 501's I grew up with. My ...,NEGATIVE,NEGATIVE,entailment,0.9423645734786987
Perfect.  Good quality,4,Four Stars,POSITIVE,POSITIVE,neutral,0.7575564384460449
Just as expected,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9363512396812439
Good quality jeans.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8749916553497314
"I like how the jeans fit comfortably on my waist, but the only problem I have are how wide the ends are near my foot. They're good jeans I'll tell you that, they're not my style though.",3,"Good jeans, but the 501 Skinny is more appropriate for me",NEGATIVE,POSITIVE,neutral,0.9978723526000977
I bought 35x32 that fit and 34x32 that was to small,5,perfect,NEGATIVE,POSITIVE,contradiction,0.8497369885444641
Good product! EXCELLENT CUSTOMER SERVICE!!! Look no further!,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9707019329071045
I really like them,5,Five Stars5,POSITIVE,POSITIVE,entailment,0.49037960171699524
"I sent back the jeans. I wanted jeans with a zipper,not buttons",1,One Star,NEGATIVE,NEGATIVE,neutral,0.9949674010276794
"Edit: the item i received from amazon was not a 501 original fit jean. Fit more like a skinny boot cut. Item was sent back.

These jeans always fit me great but never last a year until the crotch splits out on them. I've had them in various sizes over the years and love them. For $40-50 they're worth it. I went to a local retailer to buy them like I always do and they wanted $70!! I passed and just ordered from Amazon. One thing to note, the length seems to run short. I wear a 32 normally but need a 34 in these.",3,"Great fit, poor longevity",NEGATIVE,NEGATIVE,entailment,0.9000928401947021
It was an all button front. I did not realize this from looking at the picture of the product.,3,Three Stars,NEGATIVE,POSITIVE,neutral,0.9526659846305847
"I've been wearing Levi's jeans for 30 years. The last time I bought a few pairs online the fit was off (too tight in some areas, loose in others). I though it was just a fluke. However, when I received the most recent pair, I found more quality issues. In this case the back pockets were sewn on so low that they are on the leg of the pants! The 501 jeans are supposed to be low rise but these reach much higher.

Apparently the Levi company closed their US production plants and now manufactures their jeans in Asia and Mexico. The result seems to be slipping quality control. The pair I received were produced in Mexico, however other reviewers have had similar complaints about jeans made in Asia. I highly recommend buying these in a store where they can be checked for quality and fit. For at least the first 20 years of buying these, I simply grabbed them off the shelf in my size and never had to worry about trying them on. I knew they were what I had been buying all along. Unfortunately those days seem to be over when it comes to buying Levi's jeans, at least online.",3,"Levi, what happened to you?",NEGATIVE,NEGATIVE,neutral,0.9151041507720947
"They fit me perfectly only Levis seem to make the odd ball  waist sizes like size33, 35, 37 and so on. . and I like that because it gave me the perfect fit for my waist cuz I'm not 36 and I'm not 34 so 35 was perfect.. I would definitely buy another pair from them in the future",5,The perfect waist size,POSITIVE,POSITIVE,entailment,0.6873734593391418
"These fit great and look great, I don't wear Levi's often so I didn't know they didn't have a zipper and just button down in the front, which is a pain in the bathroom because I almost always wear a belt and tucked in shirts.",4,Great fit.,POSITIVE,POSITIVE,entailment,0.9873358607292175
Love my Levi's,5,Nice,POSITIVE,POSITIVE,neutral,0.720458984375
Fine,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8457520008087158
Best brand of jeans!,5,Best brand of jeans!,POSITIVE,POSITIVE,entailment,0.9846287965774536
Typical Levi's - last forever.,5,Five Stars,NEGATIVE,POSITIVE,neutral,0.8195156455039978
You have to buy the black ones an inch larger in the waist because they shrink more than the blue.  I can't believe how small the hem is at the bottom of the legs.,3,Not as good as they used to be.,NEGATIVE,NEGATIVE,neutral,0.9541605114936829
The best jeans cut you can wear.,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9568415880203247
"They're Levi 501's. I know my size, they fit me great, so what could possibly go wrong?",5,They're Levi 501's. What could possibly go wrong?,POSITIVE,NEGATIVE,entailment,0.9963777661323547
"Perfect, as always. No issue with size, color or quality of denim.",5,Five Stars,POSITIVE,POSITIVE,neutral,0.9630786776542664
5yo pair of 501s fit better than current.  Think they used to be shrink to fit.,3,Three Stars,NEGATIVE,POSITIVE,neutral,0.9589969515800476
I love my 501 button flys,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8990603685379028
Nice to get color and size I want without going to stores and not finding them.,5,Five Stars,POSITIVE,POSITIVE,neutral,0.9603598713874817
"Extremely happy with these jeans. Finding that the other cuts, 511; 514 are so variable from one coloring to another.
There isn't any consistency.",5,Extremely happy with these jeans,NEGATIVE,POSITIVE,entailment,0.8073680996894836
"wish these had zippers, rather than buttons. but they fit and look great!",5,but they fit and look great!,POSITIVE,POSITIVE,entailment,0.677889347076416
I bought a pair of 3530's and they fit quite well and are very comfortable. I was so impressed I bought two more pairs.,5,Comfy and well fitting,POSITIVE,POSITIVE,entailment,0.9545446634292603
Fits as expected,4,Four Stars,POSITIVE,POSITIVE,neutral,0.9101988077163696
"Original Levi's jeans for a great price. Can't ask for a lot more; less expensive than any brick and mortar option, and delivered to your door. Perfect!",5,Original Levi's jeans for a great price. Can't ask for a lot more,POSITIVE,POSITIVE,entailment,0.9941628575325012
Not sure why the jeans have done this but after a couple of washings there are streaks where the black dye has faded and a white like color has taken the place of the black. These streaks are throughout the jeans.,3,... where the black dye has faded and a white like color has taken the place of the black,NEGATIVE,NEGATIVE,entailment,0.7970027923583984
Fit perfectly. Love my 501 button flys,5,Nice,POSITIVE,POSITIVE,neutral,0.8208134770393372
Perfect,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8463523983955383
Perfect fit no flaws and way way cheaper them in the stores!! I'm a 501 guy for life this is so much easier and affordable and had them in two days you guys rock!!,5,Best deal and quality on the planet for 501 levis,POSITIVE,POSITIVE,neutral,0.6740880608558655
Absolutely perfect,5,Five Stars,POSITIVE,POSITIVE,neutral,0.8853374123573303
I washed the jeans as is my custom with new clothes and the jeans colors are streaking. Not good. i may send these back.,2,Streaky color after first wash,NEGATIVE,POSITIVE,entailment,0.7641111612319946
"I didn't like the button snap Fly,
I wanted a Zipper fly!",2,Didn't like the Fly style.,NEGATIVE,NEGATIVE,entailment,0.8575690388679504
They are very nice jeans but I purchased the wrong size and had to return them,4,Four Stars,NEGATIVE,POSITIVE,neutral,0.8761510252952576
"I'm loving Amazon, I don't even have to leave the house. The quality and the price can't be beat anywhere. I love Levis, the fit is perfect and I dig the style, always have. The best price for Levis jeans on the web. I will buy another pair here. Only next time I'm getting the 501 shrink to fit that fade over time like the ones we got 30 years ago.",4,"I love Levis, the fit is perfect and I dig ...",POSITIVE,POSITIVE,entailment,0.756118655204773
